iteration,function operation,time elapsed
249,Update progress bar,0.0008833408355712891
250,Resize dataset,7.62939453125e-05
250,Append arrays,0.13178205490112305
250,Update progress bar,0.0009438991546630859
251,Resize dataset,7.510185241699219e-05
251,Append arrays,0.10125398635864258
251,Update progress bar,0.0007450580596923828
252,Resize dataset,8.082389831542969e-05
252,Append arrays,0.13310456275939941
252,Update progress bar,0.0006783008575439453
253,Resize dataset,7.510185241699219e-05
253,Append arrays,0.10567378997802734
253,Update progress bar,0.0006871223449707031
254,Resize dataset,7.033348083496094e-05
254,Append arrays,0.11535215377807617
254,Update progress bar,0.0006291866302490234
255,Resize dataset,8.058547973632812e-05
255,Append arrays,0.14317774772644043
255,Update progress bar,0.0007946491241455078
256,Resize dataset,7.486343383789062e-05
256,Append arrays,0.10780692100524902
256,Update progress bar,0.000972747802734375
257,Resize dataset,0.00012421607971191406
257,Append arrays,0.12984967231750488
257,Update progress bar,0.0006780624389648438
258,Resize dataset,8.487701416015625e-05
258,Append arrays,0.17846894264221191
258,Update progress bar,0.0010218620300292969
259,Resize dataset,7.581710815429688e-05
259,Append arrays,0.1108858585357666
259,Update progress bar,0.0006327629089355469
260,Resize dataset,8.916854858398438e-05
260,Append arrays,0.13858628273010254
260,Update progress bar,0.0010199546813964844
261,Resize dataset,7.796287536621094e-05
261,Append arrays,0.13830304145812988
261,Update progress bar,0.0007805824279785156
262,Resize dataset,7.295608520507812e-05
262,Append arrays,0.12759947776794434
262,Update progress bar,0.0009682178497314453
263,Resize dataset,7.987022399902344e-05
263,Append arrays,0.10297012329101562
263,Update progress bar,0.0006225109100341797
264,Resize dataset,7.152557373046875e-05
264,Append arrays,0.1455092430114746
264,Update progress bar,0.0010559558868408203
265,Resize dataset,7.486343383789062e-05
265,Append arrays,0.12294960021972656
265,Update progress bar,0.0007615089416503906
266,Resize dataset,7.343292236328125e-05
266,Append arrays,0.12385225296020508
266,Update progress bar,0.0006399154663085938
267,Resize dataset,6.985664367675781e-05
267,Append arrays,0.11423707008361816
267,Update progress bar,0.0006213188171386719
268,Resize dataset,7.772445678710938e-05
268,Append arrays,0.11812520027160645
268,Update progress bar,0.0006442070007324219
269,Resize dataset,7.367134094238281e-05
269,Append arrays,0.15352368354797363
269,Update progress bar,0.0012111663818359375
270,Resize dataset,7.462501525878906e-05
270,Append arrays,0.13229727745056152
270,Update progress bar,0.0006105899810791016
271,Resize dataset,7.319450378417969e-05
271,Append arrays,0.1115729808807373
271,Update progress bar,0.0008804798126220703
272,Resize dataset,7.43865966796875e-05
272,Append arrays,0.09631609916687012
272,Update progress bar,0.0006427764892578125
273,Resize dataset,7.82012939453125e-05
273,Append arrays,0.12073516845703125
273,Update progress bar,0.0006546974182128906
274,Resize dataset,7.510185241699219e-05
274,Append arrays,0.09993577003479004
274,Update progress bar,0.0006787776947021484
275,Resize dataset,0.00010585784912109375
275,Append arrays,0.11716842651367188
275,Update progress bar,0.0008051395416259766
276,Resize dataset,7.128715515136719e-05
276,Append arrays,0.20147943496704102
276,Update progress bar,0.0012731552124023438
277,Resize dataset,7.700920104980469e-05
277,Append arrays,0.09926605224609375
277,Update progress bar,0.0006854534149169922
278,Resize dataset,7.557868957519531e-05
278,Append arrays,0.11433863639831543
278,Update progress bar,0.0006692409515380859
279,Resize dataset,8.177757263183594e-05
279,Append arrays,0.12066888809204102
279,Update progress bar,0.0008375644683837891
280,Resize dataset,7.05718994140625e-05
280,Append arrays,0.1394360065460205
280,Update progress bar,0.0008502006530761719
281,Resize dataset,9.202957153320312e-05
281,Append arrays,0.14309406280517578
281,Update progress bar,0.0009679794311523438
282,Resize dataset,7.081031799316406e-05
282,Append arrays,0.11865401268005371
282,Update progress bar,0.0010848045349121094
283,Resize dataset,7.367134094238281e-05
283,Append arrays,0.16188979148864746
283,Update progress bar,0.0008037090301513672
284,Resize dataset,8.034706115722656e-05
284,Append arrays,0.12299704551696777
284,Update progress bar,0.0008094310760498047
285,Resize dataset,7.128715515136719e-05
285,Append arrays,0.09964227676391602
285,Update progress bar,0.0007557868957519531
286,Resize dataset,7.05718994140625e-05
286,Append arrays,0.12224030494689941
286,Update progress bar,0.0006792545318603516
287,Resize dataset,7.319450378417969e-05
287,Append arrays,0.13652634620666504
287,Update progress bar,0.0008854866027832031
288,Resize dataset,7.152557373046875e-05
288,Append arrays,0.21784257888793945
288,Update progress bar,0.0009212493896484375
289,Resize dataset,7.390975952148438e-05
289,Append arrays,0.11211872100830078
289,Update progress bar,0.000621795654296875
290,Resize dataset,7.510185241699219e-05
290,Append arrays,0.11436033248901367
290,Update progress bar,0.0006399154663085938
291,Resize dataset,7.843971252441406e-05
291,Append arrays,0.09996509552001953
291,Update progress bar,0.0008437633514404297
292,Resize dataset,7.700920104980469e-05
292,Append arrays,0.11076211929321289
292,Update progress bar,0.0007188320159912109
293,Resize dataset,7.700920104980469e-05
293,Append arrays,0.1062619686126709
293,Update progress bar,0.0008194446563720703
294,Resize dataset,7.724761962890625e-05
294,Append arrays,0.11168360710144043
294,Update progress bar,0.0007503032684326172
295,Resize dataset,7.200241088867188e-05
295,Append arrays,0.1224515438079834
295,Update progress bar,0.0008962154388427734
296,Resize dataset,8.654594421386719e-05
296,Append arrays,0.10358142852783203
296,Update progress bar,0.000614166259765625
297,Resize dataset,7.62939453125e-05
297,Append arrays,0.1055142879486084
297,Update progress bar,0.0007243156433105469
298,Resize dataset,8.606910705566406e-05
298,Append arrays,0.1095125675201416
298,Update progress bar,0.0008199214935302734
299,Resize dataset,8.606910705566406e-05
299,Append arrays,0.12699341773986816
299,Update progress bar,0.0006804466247558594
300,Resize dataset,9.632110595703125e-05
300,Append arrays,0.13786673545837402
300,Update progress bar,0.0006873607635498047
301,Resize dataset,7.295608520507812e-05
301,Append arrays,0.11258411407470703
301,Update progress bar,0.0008473396301269531
302,Resize dataset,8.368492126464844e-05
302,Append arrays,0.11939096450805664
302,Update progress bar,0.0006699562072753906
303,Resize dataset,8.416175842285156e-05
303,Append arrays,0.1352846622467041
303,Update progress bar,0.0010972023010253906
304,Resize dataset,7.390975952148438e-05
304,Append arrays,0.10320663452148438
304,Update progress bar,0.00069427490234375
305,Resize dataset,7.653236389160156e-05
305,Append arrays,0.11230611801147461
305,Update progress bar,0.0008118152618408203
306,Resize dataset,8.058547973632812e-05
306,Append arrays,0.1287088394165039
306,Update progress bar,0.0007035732269287109
307,Resize dataset,8.0108642578125e-05
307,Append arrays,0.11092209815979004
307,Update progress bar,0.0006778240203857422
308,Resize dataset,7.557868957519531e-05
308,Append arrays,0.11736083030700684
308,Update progress bar,0.0008106231689453125
309,Resize dataset,7.867813110351562e-05
309,Append arrays,0.1080784797668457
309,Update progress bar,0.00067901611328125
310,Resize dataset,7.271766662597656e-05
310,Append arrays,0.12348508834838867
310,Update progress bar,0.0008177757263183594
311,Resize dataset,7.176399230957031e-05
311,Append arrays,0.10056447982788086
311,Update progress bar,0.0009241104125976562
312,Resize dataset,0.00028634071350097656
312,Append arrays,0.1499795913696289
312,Update progress bar,0.0009024143218994141
313,Resize dataset,7.271766662597656e-05
313,Append arrays,0.10067582130432129
313,Update progress bar,0.0006372928619384766
314,Resize dataset,7.843971252441406e-05
314,Append arrays,0.13626432418823242
314,Update progress bar,0.0006859302520751953
315,Resize dataset,8.463859558105469e-05
315,Append arrays,0.12445306777954102
315,Update progress bar,0.0006716251373291016
316,Resize dataset,7.605552673339844e-05
316,Append arrays,0.11506509780883789
316,Update progress bar,0.0007274150848388672
317,Resize dataset,7.653236389160156e-05
317,Append arrays,0.1320798397064209
317,Update progress bar,0.00074005126953125
318,Resize dataset,7.128715515136719e-05
318,Append arrays,0.1071624755859375
318,Update progress bar,0.0007140636444091797
319,Resize dataset,7.510185241699219e-05
319,Append arrays,0.1028745174407959
319,Update progress bar,0.0007350444793701172
320,Resize dataset,7.62939453125e-05
320,Append arrays,0.15036273002624512
320,Update progress bar,0.0010836124420166016
321,Resize dataset,7.319450378417969e-05
321,Append arrays,0.11107301712036133
321,Update progress bar,0.0006816387176513672
322,Resize dataset,7.176399230957031e-05
322,Append arrays,0.10964322090148926
322,Update progress bar,0.0006246566772460938
323,Resize dataset,7.295608520507812e-05
323,Append arrays,0.10628008842468262
323,Update progress bar,0.0006568431854248047
324,Resize dataset,7.462501525878906e-05
324,Append arrays,0.149916410446167
324,Update progress bar,0.0007634162902832031
325,Resize dataset,7.343292236328125e-05
325,Append arrays,0.1786668300628662
325,Update progress bar,0.0009047985076904297
326,Resize dataset,7.653236389160156e-05
326,Append arrays,0.11148309707641602
326,Update progress bar,0.0007069110870361328
327,Resize dataset,7.152557373046875e-05
327,Append arrays,0.10771489143371582
327,Update progress bar,0.0006351470947265625
328,Resize dataset,7.033348083496094e-05
328,Append arrays,0.11201310157775879
328,Update progress bar,0.0007762908935546875
329,Resize dataset,7.295608520507812e-05
329,Append arrays,0.1163935661315918
329,Update progress bar,0.0006935596466064453
330,Resize dataset,0.00011301040649414062
330,Append arrays,0.1509532928466797
330,Update progress bar,0.0013735294342041016
331,Resize dataset,7.796287536621094e-05
331,Append arrays,0.11165857315063477
331,Update progress bar,0.0006589889526367188
332,Resize dataset,9.512901306152344e-05
332,Append arrays,0.14342379570007324
332,Update progress bar,0.0007679462432861328
333,Resize dataset,7.390975952148438e-05
333,Append arrays,0.1456453800201416
333,Update progress bar,0.0010886192321777344
334,Resize dataset,7.414817810058594e-05
334,Append arrays,0.11848783493041992
334,Update progress bar,0.0008614063262939453
335,Resize dataset,8.249282836914062e-05
335,Append arrays,0.1536087989807129
335,Update progress bar,0.0010173320770263672
336,Resize dataset,7.867813110351562e-05
336,Append arrays,0.14049720764160156
336,Update progress bar,0.0006864070892333984
337,Resize dataset,8.082389831542969e-05
337,Append arrays,0.1438436508178711
337,Update progress bar,0.0007491111755371094
338,Resize dataset,7.700920104980469e-05
338,Append arrays,0.11886167526245117
338,Update progress bar,0.0007083415985107422
339,Resize dataset,7.486343383789062e-05
339,Append arrays,0.143721342086792
339,Update progress bar,0.001007080078125
340,Resize dataset,9.417533874511719e-05
340,Append arrays,0.14293336868286133
340,Update progress bar,0.0006899833679199219
341,Resize dataset,8.7738037109375e-05
341,Append arrays,0.10135459899902344
341,Update progress bar,0.0006794929504394531
342,Resize dataset,8.511543273925781e-05
342,Append arrays,0.11397004127502441
342,Update progress bar,0.0006976127624511719
343,Resize dataset,7.2479248046875e-05
343,Append arrays,0.11439657211303711
343,Update progress bar,0.0006690025329589844
344,Resize dataset,7.390975952148438e-05
344,Append arrays,0.12496495246887207
344,Update progress bar,0.0006277561187744141
345,Resize dataset,8.940696716308594e-05
345,Append arrays,0.11043477058410645
345,Update progress bar,0.0009057521820068359
346,Resize dataset,7.319450378417969e-05
346,Append arrays,0.13237857818603516
346,Update progress bar,0.0008702278137207031
347,Resize dataset,7.581710815429688e-05
347,Append arrays,0.11305594444274902
347,Update progress bar,0.0006139278411865234
348,Resize dataset,7.462501525878906e-05
348,Append arrays,0.12799859046936035
348,Update progress bar,0.0009250640869140625
349,Resize dataset,7.319450378417969e-05
349,Append arrays,0.10865211486816406
349,Update progress bar,0.0006356239318847656
350,Resize dataset,8.726119995117188e-05
350,Append arrays,0.15376710891723633
350,Update progress bar,0.0008544921875
351,Resize dataset,7.319450378417969e-05
351,Append arrays,0.12787842750549316
351,Update progress bar,0.0009391307830810547
352,Resize dataset,8.034706115722656e-05
352,Append arrays,0.1376206874847412
352,Update progress bar,0.0007205009460449219
353,Resize dataset,8.0108642578125e-05
353,Append arrays,0.10349154472351074
353,Update progress bar,0.0006160736083984375
354,Resize dataset,7.152557373046875e-05
354,Append arrays,0.11042070388793945
354,Update progress bar,0.0006937980651855469
355,Resize dataset,7.462501525878906e-05
355,Append arrays,0.11099815368652344
355,Update progress bar,0.0008087158203125
356,Resize dataset,7.128715515136719e-05
356,Append arrays,0.11415243148803711
356,Update progress bar,0.0006492137908935547
357,Resize dataset,0.00014090538024902344
357,Append arrays,0.11499500274658203
357,Update progress bar,0.0006906986236572266
358,Resize dataset,8.273124694824219e-05
358,Append arrays,0.10902261734008789
358,Update progress bar,0.0006289482116699219
359,Resize dataset,8.7738037109375e-05
359,Append arrays,0.1452951431274414
359,Update progress bar,0.0008292198181152344
360,Resize dataset,7.796287536621094e-05
360,Append arrays,0.16988015174865723
360,Update progress bar,0.0014667510986328125
361,Resize dataset,7.367134094238281e-05
361,Append arrays,0.1387345790863037
361,Update progress bar,0.0009126663208007812
362,Resize dataset,9.1552734375e-05
362,Append arrays,0.1333789825439453
362,Update progress bar,0.0007300376892089844
363,Resize dataset,7.605552673339844e-05
363,Append arrays,0.14181947708129883
363,Update progress bar,0.0010423660278320312
364,Resize dataset,7.772445678710938e-05
364,Append arrays,0.10711240768432617
364,Update progress bar,0.0006394386291503906
365,Resize dataset,8.153915405273438e-05
365,Append arrays,0.1094810962677002
365,Update progress bar,0.0007998943328857422
366,Resize dataset,7.534027099609375e-05
366,Append arrays,0.11371588706970215
366,Update progress bar,0.0006506443023681641
367,Resize dataset,7.390975952148438e-05
367,Append arrays,0.1191861629486084
367,Update progress bar,0.0007307529449462891
368,Resize dataset,0.0001316070556640625
368,Append arrays,0.2940688133239746
368,Update progress bar,0.0008318424224853516
369,Resize dataset,8.511543273925781e-05
369,Append arrays,0.13764381408691406
369,Update progress bar,0.0007488727569580078
370,Resize dataset,7.677078247070312e-05
370,Append arrays,0.3487820625305176
370,Update progress bar,0.0008292198181152344
371,Resize dataset,8.0108642578125e-05
371,Append arrays,0.12849044799804688
371,Update progress bar,0.0012001991271972656
372,Resize dataset,8.678436279296875e-05
372,Append arrays,0.11391258239746094
372,Update progress bar,0.0007226467132568359
373,Resize dataset,8.249282836914062e-05
373,Append arrays,0.1707766056060791
373,Update progress bar,0.0006515979766845703
374,Resize dataset,7.867813110351562e-05
374,Append arrays,0.11016297340393066
374,Update progress bar,0.0008053779602050781
375,Resize dataset,7.891654968261719e-05
375,Append arrays,0.13448524475097656
375,Update progress bar,0.0007500648498535156
376,Resize dataset,7.128715515136719e-05
376,Append arrays,0.10830307006835938
376,Update progress bar,0.0008974075317382812
377,Resize dataset,7.43865966796875e-05
377,Append arrays,0.16459131240844727
377,Update progress bar,0.0009799003601074219
378,Resize dataset,0.00011301040649414062
378,Append arrays,0.0991520881652832
378,Update progress bar,0.0006439685821533203
379,Resize dataset,7.343292236328125e-05
379,Append arrays,0.13925552368164062
379,Update progress bar,0.0012652873992919922
380,Resize dataset,6.794929504394531e-05
380,Append arrays,0.11582803726196289
380,Update progress bar,0.0007145404815673828
381,Resize dataset,7.343292236328125e-05
381,Append arrays,0.14394307136535645
381,Update progress bar,0.0009591579437255859
382,Resize dataset,7.796287536621094e-05
382,Append arrays,0.14798283576965332
382,Update progress bar,0.0006458759307861328
383,Resize dataset,7.367134094238281e-05
383,Append arrays,0.1011960506439209
383,Update progress bar,0.0007984638214111328
384,Resize dataset,7.605552673339844e-05
384,Append arrays,0.13836431503295898
384,Update progress bar,0.0008220672607421875
385,Resize dataset,7.414817810058594e-05
385,Append arrays,0.10886621475219727
385,Update progress bar,0.0006418228149414062
386,Resize dataset,7.295608520507812e-05
386,Append arrays,0.11107659339904785
386,Update progress bar,0.0006918907165527344
387,Resize dataset,7.748603820800781e-05
387,Append arrays,0.1286454200744629
387,Update progress bar,0.0006639957427978516
388,Resize dataset,7.581710815429688e-05
388,Append arrays,0.11215996742248535
388,Update progress bar,0.0013208389282226562
389,Resize dataset,7.367134094238281e-05
389,Append arrays,0.10289120674133301
389,Update progress bar,0.0007021427154541016
390,Resize dataset,7.557868957519531e-05
390,Append arrays,0.1015005111694336
390,Update progress bar,0.0010597705841064453
391,Resize dataset,7.653236389160156e-05
391,Append arrays,0.12323498725891113
391,Update progress bar,0.0007948875427246094
392,Resize dataset,8.273124694824219e-05
392,Append arrays,0.14260101318359375
392,Update progress bar,0.00153350830078125
393,Resize dataset,7.104873657226562e-05
393,Append arrays,0.1056060791015625
393,Update progress bar,0.0006933212280273438
394,Resize dataset,8.20159912109375e-05
394,Append arrays,0.11408567428588867
394,Update progress bar,0.0006818771362304688
395,Resize dataset,7.319450378417969e-05
395,Append arrays,0.13650965690612793
395,Update progress bar,0.0006444454193115234
396,Resize dataset,8.463859558105469e-05
396,Append arrays,0.1418602466583252
396,Update progress bar,0.0010216236114501953
397,Resize dataset,8.177757263183594e-05
397,Append arrays,0.11115550994873047
397,Update progress bar,0.0008978843688964844
398,Resize dataset,7.724761962890625e-05
398,Append arrays,0.17577075958251953
398,Update progress bar,0.0012927055358886719
399,Resize dataset,7.605552673339844e-05
399,Append arrays,0.12229657173156738
399,Update progress bar,0.0006725788116455078
400,Resize dataset,7.414817810058594e-05
400,Append arrays,0.10241508483886719
400,Update progress bar,0.0007741451263427734
401,Resize dataset,7.987022399902344e-05
401,Append arrays,0.12215685844421387
401,Update progress bar,0.0008189678192138672
402,Resize dataset,7.939338684082031e-05
402,Append arrays,0.199937105178833
402,Update progress bar,0.0009989738464355469
403,Resize dataset,8.058547973632812e-05
403,Append arrays,0.14398908615112305
403,Update progress bar,0.0015294551849365234
404,Resize dataset,7.367134094238281e-05
404,Append arrays,0.13561034202575684
404,Update progress bar,0.001161336898803711
405,Resize dataset,7.367134094238281e-05
405,Append arrays,0.1107487678527832
405,Update progress bar,0.0007767677307128906
406,Resize dataset,7.557868957519531e-05
406,Append arrays,0.10757946968078613
406,Update progress bar,0.0006568431854248047
407,Resize dataset,8.344650268554688e-05
407,Append arrays,0.11045551300048828
407,Update progress bar,0.0008230209350585938
408,Resize dataset,6.866455078125e-05
408,Append arrays,0.11550664901733398
408,Update progress bar,0.0006761550903320312
409,Resize dataset,7.2479248046875e-05
409,Append arrays,0.1051018238067627
409,Update progress bar,0.0006628036499023438
410,Resize dataset,7.367134094238281e-05
410,Append arrays,0.09995889663696289
410,Update progress bar,0.0006256103515625
411,Resize dataset,0.0001220703125
411,Append arrays,0.15861296653747559
411,Update progress bar,0.0013012886047363281
412,Resize dataset,8.273124694824219e-05
412,Append arrays,0.1282961368560791
412,Update progress bar,0.0007741451263427734
413,Resize dataset,7.605552673339844e-05
413,Append arrays,0.09914731979370117
413,Update progress bar,0.0007703304290771484
414,Resize dataset,0.00012063980102539062
414,Append arrays,0.13618826866149902
414,Update progress bar,0.0009644031524658203
415,Resize dataset,7.200241088867188e-05
415,Append arrays,0.10867643356323242
415,Update progress bar,0.0006878376007080078
416,Resize dataset,7.462501525878906e-05
416,Append arrays,0.1191258430480957
416,Update progress bar,0.0008544921875
417,Resize dataset,7.581710815429688e-05
417,Append arrays,0.12464118003845215
417,Update progress bar,0.0008137226104736328
418,Resize dataset,8.225440979003906e-05
418,Append arrays,0.10157942771911621
418,Update progress bar,0.0006611347198486328
419,Resize dataset,9.584426879882812e-05
419,Append arrays,0.12313318252563477
419,Update progress bar,0.0013239383697509766
420,Resize dataset,7.843971252441406e-05
420,Append arrays,0.1095583438873291
420,Update progress bar,0.0006532669067382812
421,Resize dataset,6.985664367675781e-05
421,Append arrays,0.1640172004699707
421,Update progress bar,0.0011761188507080078
422,Resize dataset,7.367134094238281e-05
422,Append arrays,0.1367180347442627
422,Update progress bar,0.0009570121765136719
423,Resize dataset,7.62939453125e-05
423,Append arrays,0.15154457092285156
423,Update progress bar,0.0009524822235107422
424,Resize dataset,7.43865966796875e-05
424,Append arrays,0.14802122116088867
424,Update progress bar,0.0011050701141357422
425,Resize dataset,7.843971252441406e-05
425,Append arrays,0.11147785186767578
425,Update progress bar,0.0008101463317871094
426,Resize dataset,7.176399230957031e-05
426,Append arrays,0.10176324844360352
426,Update progress bar,0.0007789134979248047
427,Resize dataset,8.559226989746094e-05
427,Append arrays,0.1335160732269287
427,Update progress bar,0.0011031627655029297
428,Resize dataset,6.461143493652344e-05
428,Append arrays,0.10702300071716309
428,Update progress bar,0.0008509159088134766
429,Resize dataset,8.225440979003906e-05
429,Append arrays,0.11123251914978027
429,Update progress bar,0.0008559226989746094
430,Resize dataset,7.224082946777344e-05
430,Append arrays,0.11365413665771484
430,Update progress bar,0.0008862018585205078
431,Resize dataset,8.058547973632812e-05
431,Append arrays,0.12174844741821289
431,Update progress bar,0.0008223056793212891
432,Resize dataset,7.43865966796875e-05
432,Append arrays,0.11040568351745605
432,Update progress bar,0.0008060932159423828
433,Resize dataset,6.890296936035156e-05
433,Append arrays,0.14598703384399414
433,Update progress bar,0.0011327266693115234
434,Resize dataset,7.987022399902344e-05
434,Append arrays,0.17418336868286133
434,Update progress bar,0.0009546279907226562
435,Resize dataset,9.298324584960938e-05
435,Append arrays,0.12173080444335938
435,Update progress bar,0.0008957386016845703
436,Resize dataset,6.937980651855469e-05
436,Append arrays,0.13270139694213867
436,Update progress bar,0.0009915828704833984
437,Resize dataset,8.821487426757812e-05
437,Append arrays,0.08310246467590332
437,Update progress bar,0.0008876323699951172
438,Resize dataset,7.462501525878906e-05
438,Append arrays,0.1026008129119873
438,Update progress bar,0.0007104873657226562
439,Resize dataset,7.796287536621094e-05
439,Append arrays,0.13041257858276367
439,Update progress bar,0.002108335494995117
440,Resize dataset,7.343292236328125e-05
440,Append arrays,0.17635178565979004
440,Update progress bar,0.0014328956604003906
441,Resize dataset,9.846687316894531e-05
441,Append arrays,0.11107563972473145
441,Update progress bar,0.0007922649383544922
442,Resize dataset,8.368492126464844e-05
442,Append arrays,0.1335921287536621
442,Update progress bar,0.0009944438934326172
443,Resize dataset,7.796287536621094e-05
443,Append arrays,0.08786749839782715
443,Update progress bar,0.0006406307220458984
444,Resize dataset,0.0001347064971923828
444,Append arrays,0.1718142032623291
444,Update progress bar,0.001344442367553711
445,Resize dataset,7.295608520507812e-05
445,Append arrays,0.1611776351928711
445,Update progress bar,0.0006721019744873047
446,Resize dataset,9.846687316894531e-05
446,Append arrays,0.18972992897033691
446,Update progress bar,0.0009086132049560547
447,Resize dataset,7.128715515136719e-05
447,Append arrays,0.013784408569335938
447,Update progress bar,0.0008177757263183594
448,Resize dataset,8.368492126464844e-05
448,Append arrays,0.15178847312927246
448,Update progress bar,0.0010335445404052734
449,Resize dataset,9.679794311523438e-05
449,Append arrays,0.12508153915405273
449,Update progress bar,0.0008184909820556641
450,Resize dataset,7.343292236328125e-05
450,Append arrays,0.22398853302001953
450,Update progress bar,0.0010559558868408203
451,Resize dataset,0.00010037422180175781
451,Append arrays,0.11028790473937988
451,Update progress bar,0.0007529258728027344
452,Resize dataset,7.724761962890625e-05
452,Append arrays,0.1379868984222412
452,Update progress bar,0.0010268688201904297
453,Resize dataset,7.963180541992188e-05
453,Append arrays,0.09656453132629395
453,Update progress bar,0.0006847381591796875
454,Resize dataset,0.0001304149627685547
454,Append arrays,0.1498866081237793
454,Update progress bar,0.0006470680236816406
455,Resize dataset,8.916854858398438e-05
455,Append arrays,0.1638047695159912
455,Update progress bar,0.0008740425109863281
456,Resize dataset,9.393692016601562e-05
456,Append arrays,0.11436271667480469
456,Update progress bar,0.0007724761962890625
457,Resize dataset,0.0001289844512939453
457,Append arrays,0.01841425895690918
457,Update progress bar,0.0010759830474853516
